sl,COMMON.NAME,freq,se
1,Black-throated Thrush,-3.888017539,0.633712228
1,Dark-sided Flycatcher,-4.277752982,0.688685629
1,Asian Brown Flycatcher,-4.563489101,0.644030322
1,Brown-breasted Flycatcher,-5.726578151,1.032070202
1,Indian Robin,-1.619722277,0.625055148
1,Oriental Magpie-Robin,-1.767652949,0.667440846
1,White-rumped Shama,-4.174327623,0.626952372
1,White-bellied Blue Flycatcher,-6.274850302,0.635774763
1,Pale-chinned Blue Flycatcher,-4.241237443,0.649615343
1,Blue-throated Flycatcher,-4.906938291,0.668226777
1,Tickell's Blue Flycatcher,-3.526288832,0.630041336
1,Large Niltava,-4.5407304,0.65152048
1,Small Niltava,-4.18296875,0.618949687
1,Rufous-bellied Niltava,-4.335585081,0.661783362
1,Verditer Flycatcher,-3.742341866,0.651716533
1,Lesser Shortwing,-3.965582254,0.659885952
1,Indian Blue Robin,-5.430220913,0.646526985
1,Bluethroat,-4.556222171,0.634072943
1,Malabar Whistling-Thrush,-4.643319241,0.637965561
1,Blue Whistling-Thrush,-2.321249266,0.647803761
1,Little Forktail,-4.29554108,0.665901087
1,Spotted Forktail,-3.987683368,0.650023787
1,Black-backed Forktail,-4.161402949,0.677572036
1,Slaty-backed Forktail,-4.977681194,0.689991913
1,Siberian Rubythroat,-4.793491793,0.698687228
1,Himalayan Rubythroat,-4.528062813,0.688242689
1,White-tailed Robin,-4.602662189,0.678465611
1,Himalayan Bluetail,-4.373030867,0.632322668
1,Golden Bush-Robin,-4.785331686,0.676761309
1,Slaty-blue Flycatcher,-4.388549682,0.635837621
1,Snowy-browed Flycatcher,-5.061529127,0.723148583
1,Rufous-gorgeted Flycatcher,-4.66404019,0.678292872
1,Little Pied Flycatcher,-4.331055419,0.656356459
1,Ultramarine Flycatcher,-4.265081492,0.643260716
1,Rusty-tailed Flycatcher,-5.933107176,0.646063062
1,Red-breasted Flycatcher,-4.210032744,0.751445699
1,Blue-fronted Redstart,-4.01185904,0.65470085
1,Plumbeous Redstart,-3.282597529,0.665107195
1,White-capped Redstart,-3.209482303,0.604189069
1,Blue-capped Redstart,-3.891629161,0.659512306
1,Black Redstart,-3.058846736,0.664075576
1,Chestnut-bellied Rock-Thrush,-4.296967644,0.6635881
1,Blue-capped Rock-Thrush,-4.860220377,0.648802577
1,Blue Rock-Thrush,-4.341673758,0.642634725
1,Siberian Stonechat,-3.274743412,0.646602434
1,White-tailed Stonechat,-5.187603635,0.697435831
1,Pied Bushchat,-2.613516287,0.640208707
1,Gray Bushchat,-3.505049724,0.621587751
1,Isabelline Wheatear,-5.066968294,0.700573143
1,Desert Wheatear,-3.783586163,0.6697874
1,Brown Rock Chat,-2.800875362,0.640254363
1,Variable Wheatear,-4.041537372,0.651623109
1,Thick-billed Flowerpecker,-4.236913957,0.653716517
1,Pale-billed Flowerpecker,-3.058673412,0.674823176
1,Nilgiri Flowerpecker,-4.865348236,0.675701265
1,Plain Flowerpecker,-3.769913309,0.676931001
1,Fire-breasted Flowerpecker,-3.99581896,0.672264192
1,Scarlet-backed Flowerpecker,-3.250850309,0.649722214
1,Ruby-cheeked Sunbird,-4.095472022,0.652887122
1,Purple-rumped Sunbird,-2.105148709,0.629424125
1,Crimson-backed Sunbird,-4.551979171,0.668803457
1,Purple Sunbird,-1.551602342,0.672770828
1,Loten's Sunbird,-3.817406073,0.621399417
1,Fire-tailed Sunbird,-4.704840613,0.684135338
1,Black-throated Sunbird,-3.985398339,0.68340285
1,Mrs. Gould's Sunbird,-4.399494127,0.65371935
1,Green-tailed Sunbird,-3.90009279,0.643448673
1,Vigors's Sunbird,-3.824798824,0.650554927
1,Crimson Sunbird,-3.558445699,0.636452983
1,Little Spiderhunter,-4.540623364,0.613222393
1,Streaked Spiderhunter,-3.452173157,0.641166161
1,Asian Fairy-bluebird,-4.450340553,0.655627759
1,Jerdon's Leafbird,-4.067116391,0.63895181
1,Golden-fronted Leafbird,-3.832073052,0.678264479
1,Orange-bellied Leafbird,-4.075185679,0.638679485
1,Streaked Weaver,-5.295426849,0.636821865
1,Baya Weaver,-2.883274874,0.665916891
1,Black-breasted Weaver,-4.338369362,0.646331239
1,Indian Silverbill,-2.575139593,0.637929471
1,Scaly-breasted Munia,-2.815484954,0.677807658
1,Black-throated Munia,-5.281459724,0.661750325
1,White-rumped Munia,-3.649480475,0.66671983
1,Tricolored Munia,-4.191484804,0.606175143
1,Red Avadavat,-3.999510884,0.62161316
1,Alpine Accentor,-3.985023828,0.681184347
1,Robin Accentor,-2.588727775,0.712488416
1,Rufous-breasted Accentor,-3.985389037,0.660846651
1,House Sparrow,-1.716949908,0.616466507
1,Sind Sparrow,-3.350844586,0.678795432
1,Russet Sparrow,-3.268785233,0.643183614
1,Eurasian Tree Sparrow,-2.624790028,0.640353394
1,Yellow-throated Sparrow,-3.292043991,0.620589919
1,Forest Wagtail,-5.330385967,0.619451951
1,Gray Wagtail,-3.423775065,0.608513251
1,Western Yellow Wagtail,-4.077638953,0.647263705
1,Citrine Wagtail,-3.820334279,0.666404392
1,White-browed Wagtail,-2.615073075,0.622530901
1,White Wagtail,-3.095783717,0.635155561
1,Paddyfield Pipit,-3.076187921,0.661535246
1,Long-billed Pipit,-4.751250387,0.680716752
1,Blyth's Pipit,-5.701257699,0.631820637
1,Tawny Pipit,-4.584026533,0.642019006
1,Rosy Pipit,-4.110713935,0.647234185
1,Tree Pipit,-4.553060718,0.679086335
1,Olive-backed Pipit,-4.398708163,0.651269385
1,Black-and-yellow Grosbeak,-4.300130398,0.708539334
1,Spot-winged Grosbeak,-5.609468384,0.672843715
1,Common Rosefinch,-4.309315374,0.621680002
1,Pink-browed Rosefinch,-3.596715825,0.692058997
1,Red-headed Bullfinch,-5.460754199,0.6807189
1,Dark-breasted Rosefinch,-4.726126576,0.65378184
1,Plain Mountain Finch,-3.377632719,0.693114662
1,Yellow-breasted Greenfinch,-3.673939448,0.669806429
1,European Goldfinch,-3.595750866,0.680423777
1,Fire-fronted Serin,-3.184820855,0.68082121
1,Crested Bunting,-3.975397773,0.657884281
1,Black-headed Bunting,-4.604897946,0.735514446
1,Red-headed Bunting,-6.220209333,1.282826395
1,Rock Bunting,-2.386158663,0.654854382
1,White-capped Bunting,-4.142702481,0.64749992
1,Gray-necked Bunting,-4.824032295,0.722887578
1,Andaman Teal,-3.913131787,0.653835255
1,White-winged Duck,-5.327523467,0.800986766
1,Blood Pheasant,-6.511121412,0.790556187
1,Satyr Tragopan,-5.900953616,0.783137328
1,Andaman Wood-Pigeon,-3.51203537,0.634189543
1,Great Indian Bustard,-3.623820008,0.686692728
1,Andaman Coucal,-0.838780357,0.65972847
1,Dark-rumped Swift,-3.815096084,0.71531895
1,Andaman Crake,-3.447629831,0.658908656
1,Long-billed Plover,-4.904020903,0.699548385
1,Andaman Serpent-Eagle,-2.943995069,0.653944033
1,Ward's Trogon,-6.847128503,0.774208756
1,Brown Hornbill,-3.67677,0.716168711
1,Andaman Woodpecker,-2.268116923,0.682514865
1,Andaman Cuckooshrike,-3.799034085,0.723565468
1,Andaman Drongo,-1.353578031,0.627071649
1,Andaman Treepie,-2.741274539,0.682023279
1,Kashmir Nutcracker,-3.292504881,0.715046162
1,Gray-crowned Prinia,-6.702718029,0.725417415
1,Andaman Bulbul,-1.606981942,0.647495712
1,Pale-footed Bush Warbler,-7.71625803,1.347994923
1,Broad-billed Warbler,-5.747269469,0.704657609
1,Fire-tailed Myzornis,-5.673944481,0.710242421
1,Jerdon's Babbler,-5.269378621,0.695340706
1,Brown-throated Fulvetta,-5.48741592,0.79241801
1,Streak-throated Fulvetta,-5.531147945,0.800676667
1,Black-breasted Parrotbill,-4.855281879,0.676679022
1,White-breasted Parrotbill,-6.039622748,0.838813987
1,Rufous-throated Wren-Babbler,-4.919986707,0.697260557
1,Rufous-throated Fulvetta,-4.933716949,0.70645687
1,Marsh Babbler,-5.811068814,0.744142429
1,Bhutan Laughingthrush,-4.750094733,0.781149521
1,Striped Laughingthrush,-3.93296227,0.750317552
1,Nilgiri Laughingthrush,-7.778764193,0.890427599
1,Palani Laughingthrush,-8.404603943,0.81378701
1,Hoary-throated Barwing,-4.68972242,0.689802124
1,Streak-throated Barwing,-5.495149259,0.731903241
1,Rufous-vented Laughingthrush,-6.783728152,0.991392114
1,Yellow-throated Laughingthrush,-3.417699171,0.8889575
1,White-headed Starling,-1.427353661,0.638296561
1,Nilgiri Thrush,-8.395363728,0.724345126
1,Purple Cochoa,-6.142277898,0.826004316
1,Andaman Shama,-2.134866681,0.648201109
1,Nilgiri Sholakili,-7.670808184,0.697187325
1,White-bellied Sholakili,-7.912284622,0.794217444
1,Rusty-bellied Shortwing,-5.408978228,0.727780197
1,Himalayan Shortwing,-5.135531601,0.68565285
1,Jerdon's Bushchat,153.5041687,5516.653452
1,Andaman Flowerpecker,-1.485764761,0.6598438
1,Nilgiri Pipit,-8.950789652,0.808071331
1,Orange Bullfinch,-4.390262793,0.73443456
1,Mishmi Wren-Babbler,-3.267670664,0.31285619
1,Bar-winged Wren-Babbler,-4.297042605,0.382287883
1,Naga Wren-Babbler,-3.272766245,0.751357731
1,Tawny-breasted Wren-Babbler,-2.597316565,0.451136024
1,Sikkim Wedge-billed Babbler,-4.436428456,0.985514238
1,Cachar Wedge-billed Babbler,-4.005594808,0.39799861
1,Bugun Liocichla,-4.078501936,0.565224506
1,Chestnut-backed Laughingthrush,-3.573262532,0.435425156
