sl,COMMON.NAME,freq,se
2,Dark-sided Flycatcher,-4.314550207,0.714076646
2,Asian Brown Flycatcher,-4.428779587,0.65928671
2,Brown-breasted Flycatcher,-5.799268802,0.686618169
2,Indian Robin,-1.622380226,0.641286493
2,Oriental Magpie-Robin,-1.74797749,0.635520131
2,White-rumped Shama,-4.105346224,0.657620125
2,White-bellied Blue Flycatcher,-6.245432899,0.657486803
2,Pale-chinned Blue Flycatcher,-4.191454735,0.657229599
2,Blue-throated Flycatcher,-4.839508961,0.658203958
2,Tickell's Blue Flycatcher,-3.52470095,0.60378248
2,Large Niltava,-4.602624883,0.648868274
2,Small Niltava,-4.23933634,0.67235075
2,Rufous-bellied Niltava,-4.415573684,0.670255243
2,Verditer Flycatcher,-3.674433734,0.611918469
2,Lesser Shortwing,-4.119502872,0.639591307
2,Indian Blue Robin,-5.490213674,0.642038511
2,Bluethroat,-4.506983774,0.657566463
2,Malabar Whistling-Thrush,-4.616265148,0.677294687
2,Blue Whistling-Thrush,-2.261695186,0.63303947
2,Little Forktail,-4.415457799,0.677265431
2,Spotted Forktail,-3.994194489,0.662914445
2,Black-backed Forktail,-4.263400546,0.647137357
2,Slaty-backed Forktail,-5.002854413,0.668483214
2,Siberian Rubythroat,-4.853465432,0.677765809
2,Himalayan Rubythroat,-4.515682105,0.666749404
2,White-tailed Robin,-4.626164575,0.649133845
2,Himalayan Bluetail,-4.359030826,0.660497563
2,Golden Bush-Robin,-4.721145861,0.651410119
2,Slaty-blue Flycatcher,-4.311961563,0.647938064
2,Snowy-browed Flycatcher,-5.124728362,0.656174073
2,Rufous-gorgeted Flycatcher,-4.728113957,0.678071974
2,Little Pied Flycatcher,-4.306594313,0.662034866
2,Ultramarine Flycatcher,-4.195515903,0.663518904
2,Rusty-tailed Flycatcher,-5.977415408,0.664162249
2,Red-breasted Flycatcher,-4.234179454,0.766293314
2,Blue-fronted Redstart,-3.896516034,0.698157954
2,Plumbeous Redstart,-3.273112948,0.65425485
2,White-capped Redstart,-3.211871079,0.652528212
2,Blue-capped Redstart,-3.873957442,0.675781548
2,Black Redstart,-3.074241427,0.615268894
2,Chestnut-bellied Rock-Thrush,-4.330407179,0.652154442
2,Blue-capped Rock-Thrush,-4.841184654,0.619712848
2,Blue Rock-Thrush,-4.280087239,0.636759573
2,Siberian Stonechat,-3.245598605,0.65548566
2,White-tailed Stonechat,-5.083210144,0.693941151
2,Pied Bushchat,-2.595164546,0.646674884
2,Gray Bushchat,-3.402810871,0.667300874
2,Isabelline Wheatear,-5.000673592,0.678157683
2,Desert Wheatear,-3.719506311,0.701127047
2,Brown Rock Chat,-2.766073756,0.629573366
2,Variable Wheatear,-4.052635452,0.644668879
2,Thick-billed Flowerpecker,-4.241885217,0.646205464
2,Pale-billed Flowerpecker,-3.119231442,0.659793917
2,Nilgiri Flowerpecker,-4.737047427,0.677241709
2,Plain Flowerpecker,-3.764534559,0.657546569
2,Fire-breasted Flowerpecker,-4.015330977,0.632572168
2,Scarlet-backed Flowerpecker,-3.289063385,0.656397013
2,Ruby-cheeked Sunbird,-4.108793649,0.661966977
2,Purple-rumped Sunbird,-2.110695261,0.640062891
2,Crimson-backed Sunbird,-4.54683072,0.665117568
2,Purple Sunbird,-1.55202779,0.648811952
2,Loten's Sunbird,-3.860871483,0.618740747
2,Fire-tailed Sunbird,-4.738139742,0.667708651
2,Black-throated Sunbird,-3.966760063,0.666978183
2,Mrs. Gould's Sunbird,-4.466805822,0.667507884
2,Green-tailed Sunbird,-3.993880186,0.664006902
2,Vigors's Sunbird,-3.897559658,0.639955519
2,Crimson Sunbird,-3.520655292,0.673916516
2,Little Spiderhunter,-4.44068356,0.641189927
2,Streaked Spiderhunter,-3.53052276,0.64878455
2,Asian Fairy-bluebird,-4.447116126,0.65322513
2,Jerdon's Leafbird,-4.032834638,0.6437887
2,Golden-fronted Leafbird,-3.879343179,0.605377325
2,Orange-bellied Leafbird,-4.054786368,0.669535358
2,Streaked Weaver,-5.279443248,0.640955511
2,Baya Weaver,-2.922192905,0.651754821
2,Black-breasted Weaver,-4.407283416,0.670384733
2,Indian Silverbill,-2.553333245,0.663392195
2,Scaly-breasted Munia,-2.869406907,0.631944501
2,Black-throated Munia,-5.276346741,0.67488712
2,White-rumped Munia,-3.653845385,0.680439716
2,Tricolored Munia,-4.210710838,0.664196817
2,Red Avadavat,-4.043868235,0.639538138
2,Alpine Accentor,-4.013916557,0.70856429
2,Robin Accentor,-2.605336276,0.729503275
2,Rufous-breasted Accentor,-3.829299732,0.664473396
2,House Sparrow,-1.693955503,0.674058185
2,Sind Sparrow,-3.352730185,0.684492716
2,Russet Sparrow,-3.260127491,0.631521537
2,Eurasian Tree Sparrow,-2.58177774,0.673169748
2,Yellow-throated Sparrow,-3.299110052,0.624467331
2,Forest Wagtail,-5.334936184,0.649131238
2,Gray Wagtail,-3.403045012,0.661157408
2,Western Yellow Wagtail,-4.053418223,0.657817815
2,Citrine Wagtail,-3.900227408,0.643832317
2,White-browed Wagtail,-2.617210393,0.636962165
2,White Wagtail,-3.144564675,0.633318608
2,Paddyfield Pipit,-3.080793606,0.62977316
2,Long-billed Pipit,-4.820119988,0.648483605
2,Blyth's Pipit,-5.568297796,0.651257099
2,Tawny Pipit,-4.578126839,0.653093826
2,Rosy Pipit,-4.157552273,0.652384717
2,Tree Pipit,-4.426492924,0.66079129
2,Olive-backed Pipit,-4.432450686,0.641509649
2,Black-and-yellow Grosbeak,-4.311961815,0.696069807
2,Spot-winged Grosbeak,-5.440800216,0.67307815
2,Common Rosefinch,-4.210534103,0.669533862
2,Pink-browed Rosefinch,-3.823761952,0.690943516
2,Red-headed Bullfinch,-5.39091716,0.667019174
2,Dark-breasted Rosefinch,-4.562263283,0.680537649
2,Plain Mountain Finch,-3.410703941,0.675461969
2,Yellow-breasted Greenfinch,-3.642569898,0.648792686
2,European Goldfinch,-3.515933147,0.692419682
2,Fire-fronted Serin,-3.279801903,0.654595084
2,Crested Bunting,-3.97105864,0.644341276
2,Black-headed Bunting,-4.653310172,0.759455039
2,Red-headed Bunting,-7.71419574,2.820008244
2,Rock Bunting,-2.426233818,0.692955167
2,White-capped Bunting,-4.185972263,0.665156926
2,Gray-necked Bunting,-4.887510864,0.750554897
2,Andaman Teal,-3.847740251,0.670059282
2,White-winged Duck,-5.541126928,0.72679878
2,Blood Pheasant,-6.241448214,0.807631617
2,Satyr Tragopan,-6.221987623,0.76020911
2,Andaman Wood-Pigeon,-3.360837602,0.68747896
2,Great Indian Bustard,-3.791398042,0.724479117
2,Andaman Coucal,-0.891637681,0.617154509
2,Dark-rumped Swift,-3.845537823,0.745275258
2,Andaman Crake,-3.558599686,0.677098519
2,Long-billed Plover,-4.875669919,0.729823378
2,Andaman Serpent-Eagle,-2.938482102,0.679893572
2,Ward's Trogon,-6.834291961,0.827875772
2,Brown Hornbill,-3.973867899,0.732730439
2,Andaman Woodpecker,-2.216786903,0.687591409
2,Andaman Cuckooshrike,-3.874716185,0.701111031
2,Andaman Drongo,-1.403691825,0.642401115
2,Andaman Treepie,-2.724250862,0.661705526
2,Kashmir Nutcracker,-3.17330148,0.677774206
2,Gray-crowned Prinia,-6.72353431,0.775755416
2,Andaman Bulbul,-1.650941358,0.634704275
2,Pale-footed Bush Warbler,-7.307215365,1.293289594
2,Broad-billed Warbler,-5.816634527,0.699099094
2,Fire-tailed Myzornis,-5.892809349,0.76602442
2,Jerdon's Babbler,-5.306775952,0.7205487
2,Brown-throated Fulvetta,-5.371546299,0.839750248
2,Streak-throated Fulvetta,-5.641810486,0.822021213
2,Black-breasted Parrotbill,-5.048838021,0.691353205
2,White-breasted Parrotbill,-6.136326686,0.895001787
2,Rufous-throated Wren-Babbler,-4.980869422,0.674973056
2,Rufous-throated Fulvetta,-4.902309367,0.72789153
2,Marsh Babbler,-5.763928928,0.798192818
2,Bhutan Laughingthrush,-4.925405412,0.763402495
2,Striped Laughingthrush,-4.051542723,0.78532775
2,Nilgiri Laughingthrush,-7.791587335,0.886176191
2,Palani Laughingthrush,-8.361484925,0.843199477
2,Hoary-throated Barwing,-4.686362274,0.687913234
2,Streak-throated Barwing,-5.53124968,0.764095614
2,Rufous-vented Laughingthrush,-6.898980504,0.96242849
2,Yellow-throated Laughingthrush,-3.457266182,0.848494029
2,White-headed Starling,-1.614704079,0.677732095
2,Nilgiri Thrush,-8.437312448,0.692738872
2,Purple Cochoa,-6.259549698,0.800279181
2,Andaman Shama,-2.10690562,0.659843854
2,Nilgiri Sholakili,-7.664110295,0.745607666
2,White-bellied Sholakili,-7.942322295,0.716360237
2,Rusty-bellied Shortwing,-5.373811213,0.695851351
2,Himalayan Shortwing,-5.21788348,0.705013651
2,Jerdon's Bushchat,-4.335343684,1.277181569
2,Andaman Flowerpecker,-1.619997908,0.641512839
2,Nilgiri Pipit,-8.828940431,0.79950198
2,Orange Bullfinch,-4.399801703,0.732616846
2,Mishmi Wren-Babbler,-3.846272117,0.426086755
2,Bar-winged Wren-Babbler,-4.444878962,0.390580675
2,Naga Wren-Babbler,-3.160327292,0.633387327
2,Tawny-breasted Wren-Babbler,-2.934165628,0.446294425
2,Sikkim Wedge-billed Babbler,-4.947100804,0.926418917
2,Cachar Wedge-billed Babbler,-3.905208042,0.393254254
2,Bugun Liocichla,-4.310487431,0.579745725
2,Chestnut-backed Laughingthrush,-3.463130975,0.431738884
